DM_EVENT.date_ops_start,DM_ACTIVITY.activity_code,DM_ACTIVITY.activity_memo,LOSS_CIRCULATION
07/06/2014,F4,"circulate bottom up (1400-1800 lpm, 2000-2900 psi) to check loss rate at 2711 m. total loss 16.3 bbls.; - observe loss rate increase from 25 bbl/hr to 40 bbl/hr w/1800 lpm,ecd 1.83-1.84 sg; 22 bbl/hr w/1600 lpm, ecd 1.82 sg; 15 bbl/hr w/1500 lpm,ecd 1.82sg,no loss w/1400 lpm,ecd 1.82 sg.; - bottom up sample 85% clyst, 15% sst.; - decision made to shorten td at 2711 mmd due to lost circulation with drilling flow rate.",2.59149299
07/06/2014,F2A,"flow check, well static. rih 8-1/2"" bha from 1817 m to 2230 m. ===== 00:00-06:00 hrs operations ===== 00:00-01:45 rih from 2230 m/wash down last stand (480 lpm, 540 psi) to tag bottom at 2711 m. no resistance. hole take correct displacement. 01:45-04:45 circulate bottom up (480 lpm, 500-570 psi, 50 rpm, 7-8 kft-lbs). no trackable losses. max trip gas 14.5%. observe trip gas start to increase after 1600 stk (160 bbls) and stay over 2300 stk (2 hrs) above bg of 1.2%. 04:45-05:45 flow check, observe dimishing flow back fr 22 to 1.5 bbl/hr, total flow back 2.1bbls. 05:45-06:00 back ream out from 2711 m to 2652 m (480 lpm, 420 psi, 50 rpm, 7-8 kft-lbs). no trackable losses.",0.0
07/06/2014,F3,"flow check, observe dimishing flow back 18 bbl/hr to 3 bbl/hr, total flow back 5 bbls/45 mins. back ream out from 2711 m to 2230 m, 9-5/8"" shoe (800 lpm, 900 psi, 50-80 rpm, 6-8 kft-lbs). max gas 5.9%. total loss 3.8 bbls.  - attempt to pump out of hole at 2680 m with 600 lpm, observe pressure increased from 700 to 1000 psi. rih stand back to bottom, and back ream out of hole. - observe loss 18 bbl/hr w/1000 lpm, reduce flow to 800 lpm for backreaming out of hole, no losses.; - check passage across 9-5/8"" shoe, no resistance.",0.6041517399999999
07/06/2014,F1,"drill 8-1/2"" hole (motor/mwd/gr-res/pwd) from 2624 m to 2711 mmd/2389.5 mtvd (shorten td),1.78 sg sdf. bhct 112c. bg 1.0-1.2%. total loss 40 bbls. max gas 12.6%@2653 mmd/2341mtvd, 23%@2682 mmd/2364.5mtvd, 26%@2692mmd/2372mtvd. rotate: wob 10-15 klbs, 100 rpm, 1800 lpm, 3100-3300 psi. slide: wob 5-10 klbs, 1800 lpm, spp 3100 psi. p/u wt 214 klbs, s/o 163 klbs, r/t wt 183 klbs. torque on/off bottom 9-11/8-10 kft-lb. rotate 72 m/3.89 hrs, rop 18.5 m/hr. slide 15 m/0.79 hrs, rop 9 m/hr. - pwd ecd/esd 1.81-1.84/1.75-1.77 sg emw (1.78 sg sdf) - ballooning gas 9-20% with 1800 lpm, pwd ecd 1.84-1.85 sg (1.78 sg sdf)  - from 2624 m to 2695 m, optimum flow rate of 1800 lpm for lwd & minimum loss rate of 6-10 bbl/hr, est loss zone at 2518 mmd/2232 mtvd. - at 2695 m, observe loss rate increase to 40 bbl/hr, pump 25 bbls lcm pill (15 ppb each g-seal plus/g-seal hrg fine), loss rate reduced to 25 bbl/hr for short period. - mud cooler temp in/out 62/52 c, flow line temp 70c - projection at td; 34.8 inc/120.6 azi. 6.9 m above and 1.3 left.",6.3594919999999995
07/06/2014,F4,"perform static test, observe dimishing flow back 22 bbl/hr to 7.5 bbl/hr, total flow back 4 bbls/25 mins. pump 30 bbls lcm sweep (15 ppb g-seal plus/ 20 ppb caco3-m/15 ppb vinseal-fine). circulate bottom up (1100 lpm, 1250 psi) ecd 1.79 sg. ballooning gas 6.7%/bg 1.2% with 1.78 sg, no trackable losses.",0.0
07/06/2014,F4,"perform static test, observe dimishing flow back 85 bbl/hr to 11 bbl/hr, total flow back 31.3 bbls/45 mins. circulate bottom up (1100 lpm, 1250 psi, 20 rpm, 7-8 kft-lbs) ecd 1.79 sg. ballooning gas 19.6%/bg 1.2% with 1.78 sg, no trackable losses.",0.0
07/06/2014,F4,"flow check inside 9-5/8"" shoe, observe dimishing flow back 11.3 bbl/hr to 3 bbl/hr, total flow back 1 bbls/10 mins. circulate bottom up (800 lpm, 750 psi). no trackable losses. max gas 3%",0.0
07/06/2014,F2A,"take scrs. back ream out of hole 6-1/8"" bha from 3568 m to 2767 m (320-400 lpm, 1000-1370 psi, 60 rpm, 4-6 kft-lbs).   daily losses to formation 48 bbls.  00:00-06:00 hrs operations ======================== 00:00-00:30 hrs continue back ream out of hole 6-1/8"" bha from 2767 m to 7"" casing shoe at 2707 m (400 lpm, 1160-1320 psi, 60 rpm, 4 kft-lbs).  00:30-00:45 hrs flow check, flow return progressively reduce from 2.3 bbls/hr to 0.6 bbls/hr. 00:45-02:15 hrs circulate hole clean and gas down (480 lpm, 1240 psi). no losses. max gas 0.7%. 02:15-03:30 hrs flow check, flow return progressively reduce from 3.8 bbls/hr to 0.4 bbls/hr. 03:30-05:00 hrs pooh 6-1/8"" bha from 7"" casing shoe at 2707 m to 2388 m with swab reduction speed, hole not take correct displacement (short by 0.6 bbls). 05:00-05:30 hrs flow check, well static in 15 mins. install ps-21 slip. 05:30-06:00 hrs pooh 6-1/8"" bha from 2388 m to 2274 m, swab reduction speed.",0.0
07/06/2014,FN2,"whilst drilling on bottom at 3568 m, observe spp drop significantly and total loss of return. attempt to regain circulation with 300 lpm, neg. check all surface system, ok. pressure test surface line 2000 psi, ok. flow check, no static losses. establish circulation to 80 lpm, get return. stage pump up to 160 lpm, loss 30 bbls/hrs. unable to drill ahead with loss free rate. shorten td at 3568 mmd/3128.9 mtvd. - projection at td: 29.43 inc/129.22 azi, 61.9 m below and 25.3 m right.",4.769619
07/06/2014,F1,"drill 6-1/8"" hole (ags/mwd no battery) from 3556 m to 3568 mmd/3128.9 mtvd, 1.78 sg sdf. bhct 173c. no traceable losses until 3568 m. calculated ecd 1.89 sg, 1.78 sg sdf, 900 lpm. max formation gas 16.38% at 3492 mmd/3062.7 mtvd, bg 0.6-1.0%. wob 6-12 klbs, 120-150 rpm, 900 lpm, spp 4050-4120 psi (fg), 3600-3700 psi (ug).  torque on/off bottom 7-8/5-6 kft-lbs. p/u wt 193 klbs, s/o wt 145 klbs, rot wt 167 klbs.  total rotate 194 m/10.9 hrs; avg rop 17.8 m/hr. - back ream full stand prior to make connection for hole cleaning. - pump 20 bbls low-vis/30 bbls hi-dens pill at 3519 m, cuttings increase 10%. - observe connection gas (suspect ballooning gas) 4.1-5.1% on every connection. - geoservices finger print connections, ok.  - mud cooler temp in/out 54/47c, flow line temp 63c - last survey at 3537.3 mmd/3102.2 mtvd: 29.43 inc/128.22 azi, 59 m below and 23.4 m right.",0.0
07/06/2014,F3,"stage pump up from 80 lpm to 320 lpm to determine dynamic loss rate. at 80 lpm (200 psi), no losses.                                 at 160 lpm (250 psi), no losses. at 240 lpm (370 psi), no losses.                               at 320 lpm (610 psi), loss 70 bbls/hr.",11.129111
07/06/2014,P4F,"m/u circulating swedge. stage pump up to 730 lpm. circulate bottom up and gas down prior to m/u dhsv (730 lpm, 1380 psi). max gas 29.9%. no losses. r/d same. - at 120 bbls before bottom up, observe flow return erratic and gas percolation.",0.0
07/06/2014,P4F,"m/u circulating swedge. stage pump up to 680 lpm. circulate bottoms up and gas down (680 lpm, 1000 psi). max gas 38.3%. no losses. r/d same. - at 40 bbls before bottom up, observe flow return erratic and gas percolation.",0.0
07/06/2014,P4F,"m/u circulating swedge. stage pump up to 630 lpm. circulate bottom up (630 lpm, 1280 psi). no losses.  00:00-06:00 hrs operations ======================== 00:00-02:00 hrs continue circulate bottom up and gas down (630 lpm, 1280 psi). no losses. max gas 10.7%. r/d circulating swedge. 02:00-02:30 hrs release and l/d landing string. r/d 3-1/2"" completion running equipment. 02:30-06:00 hrs hold pjsm. r/u bop slings. l/d diverter, overshot, and mandrel. power down hydraulic control unit.  ***rig release from bk-s7-l to bk-s7-a at 06:00 hrs on 13 aug 14*** total operating time = 16.07 days vs 15.20 days afe.",0.0
07/06/2014,F1,"drill 6-1/8"" hole (ags/mwd no battery) from 2842 m to 2964 mmd/2602.3 mtvd, 1.78 sg sdf. bhct 133c. no traceable losses. max formation gas 17.36% at 2936.5 mmd/2571.9 mtvd, bg 1.0-2.0%. wob 8-15 klbs, 120-160 rpm, 850-900 lpm, spp 3800-4000 psi (fg), 3100-3550 psi (ug).  torque on/off bottom 6-7/4-5 kft-lbs. p/u wt 172 klbs, s/o wt 142 klbs, rot wt 157 klbs.  total rotate 253 m/14.27 hrs; avg rop 17.8 m/hr. - back ream full stand prior to make connection for hole cleaning. - pump 20 bbls low-vis/30 bbls hi-dens pill at 2824 m, cuttings increase 20%. - observe connection gas (suspect ballooning gas) 5.6-20.2% on every connection after fit . - perform false connection test at 2753 mmd/2423.9 mtvd. pump off gas 9.1%, bg 1.0%. - top 2b at 2820 mmd/2480.7 mtvd. - geoservices finger print connections, ok.  - mud cooler temp in/out 52/45c, flow line temp 62c - last survey at 2929.4 mmd/2572.8 mtvd: 32.60 inc/124.81 azi, 1.2 m below and 1.2 m left. - from start drilling to 2870 m, bha behavior dropping in ug, adjust drilling parameters, bha able to build after 2870 m.  00:00-06:00 hrs operations ======================== 00:00-06:00 hrs drill 6-1/8"" hole (ags/mwd no battery) from 2964 m to 3070 mmd/2692.9 mtvd, 1.78 sg sdf. bhct 141c. no traceable losses. bg 1.0-2.0%. - last survey at 3045.4 mmd/2671.7 mtvd: 30.4 inc/125.17 azi, 8.1 m below and 1 m right.",0.0
07/06/2014,F1,"drill 12-1/4"" hole (rss/mwd/gr-res/pwd) from 909 m to 1770 mmd/1622 mtvd, 1.25 sg sdf. bhct 87c. no losses and connection gas. max gas 17.61% at 1447 mmd/1359 mtvd, bg 0.8%. rotate: wob 15-20 klbs, 180 rpm, 3400 lpm, spp 2300-3000 psi p/u wt 186 klbs, s/o wt 145 klbs, rot wt 169 klbs. torque on/off bottom 5-13/3-7 kft-lbs. total rotate 861 m/16.14 hrs. avg rop 53.3 m/hr - top of 2e: 1325 mmd/1260 mtvd - top of 2d: 1711 mmd/1574 mtvd - pump tandem pill (low dens/hi-vis) every 150 m drilled, cuttings increase 30-40%. - control on bottom rop 60-70 m/hr for hole cleaning. - back ream full stand prior to make connection. - mud cooler temp in/out 62/54 c, flow line temp 65c - pwd ecd =1.28-1.30 sg emw (1.25 sg sdf). - last survey@1758 mmd/1612 mtvd; 35.5 inc/123.4 azi: 1 m above/0.9 m right  ===== 00:00-06:00 hrs operations ===== 00:00-06:00 hrs drill 12-1/4"" hole (rss/mwd/lwd/pwd) from 1770 m to 1942 mmd/1763 mtvd, 1.30-1.35 sg sdf. bhct 94c. bg 0.8%, no losses and connection gas. - increase mw from 1.25 to 1.30 sg at 1804 mmd/1650 mtvd - increase mw from 1.30 to 1.35 sg at 1926 mmd/1749 mtvd. - pwd ecd = 1.33 sg emw (1.30 sg sdf). - pwd ecd = 1.37 sg emw (1.35 sg sdf). - last survey at 1902 mmd/1729.4 mtvd; 35.3 inc/123.3 azi, 2.2 m below and 1.8 m right",0.0
07/06/2014,F1,"drill 8-1/2"" hole (motor/mwd/gr-res/pwd) from 2236 m to 2624 mmd/2318.6 mtvd, 1.65-1.78 sg sdf. total loss 53 bbls. bhct 114c, bg 1.0%, max gas 11.2%@2318 mmd/2067mtvd, 15.9%@2439 mmd/2171mtvd, 9%@2474mmd/2196mtvd, 8%@2519mmd/2232mtvd. rotate: wob 10-15 klbs, 60-120 rpm, 1800-2200 lpm, 3000-4000 psi. slide: wob 5-10 klbs, 1800-2200 lpm, spp 3100-3900 psi. p/u wt 212 klbs, s/o 162 klbs, r/t wt 182 klbs. torque on/off bottom 8-12/7-11 kft-lb. rotate 322.5 m/8.54 hrs, rop 37.8 m/hr. slide 68.5 m/3.08 hrs, rop 22.2 m/hr. - top of 2c at 2256 mmd/2018 mtvd; - pump tandem pill every 200 m, cuttings increase 40% - increase mw from 1.65 to 1.70sg at 2244 mmd/2007.6 mtvd, 1.70 to 1.75sg at 2311 mmd/2063mtvd, 1.75 to 1.78sg at 2397 mmd/2133mtvd - pwd ecd@1.65/1.70/1.75/1.78 sg = 1.69-1.70/1.77-1.78/1.81-1.83/1.83-1.87 sg emw - at 2545 m, observe dynamic loss of 30 bbls, 30 bbl/hr w/2100 lpm, ecd 1.87 sg;  17 bbl/hr w/2000 lpm, ecd 1.86 sg; 8 bbl/hr w/1800 lpm, pwd ecd 1.83-1.85 sg;   3.5 bbl/hr w/1700 lpm, pwd ecd 1.83 sg. estimate loss zone at 2518 mmd/2232 mtvd. - observe connection gas 58% at 2538 m (pwd ecd/esd 1.86/1.76 sg), perform false connection test at 2565 mmd/2270 mtvd, gas at connection reduced, confirm ballooning gas 44% w/2100 lpm, pwd ecd 1.86 sg (1.78 sg sdf) - from 2567 m, ballooning gas 12-9% with 1800 lpm, pwd ecd 1.84-1.85 sg (1.80 sg sdf). - optimum flow rate of 1800 lpm for lwd & minimum loss rate of 8-10 bbl/hr. - from 2596 m, pump 25 bbls lcm pill (15 ppb each g-seal plus/g-seal hrg fine) every stand. - last survey at 2613 mmd/2310 mtvd; 34.5 inc/121.1 azi. 6.2 m above and 0.7 right. ===== 00:00-06:00 hrs operations ===== 00:00-06:00 drill 8-1/2"" hole from 2624 m to 2711 mmd/2389.7 mtvd,1.78 sg sdf. bhct 112c. bg 1.0%. total loss 30 bbls - observe loss rate increase to 40 bbl/hr, pump 25 bbls lcm pill (15 ppb each g-seal plus/g-seal hrg fine), loss rate reduced to 25 bbl/hr - last survey at 2671 mmd/2356.5 mtvd; 35.6 inc/121.1 azi. 6.7 m above and 0.3 left.",8.4263269
07/06/2014,F1,"drill 12-1/4"" hole (rss/mwd/gr-res/pwd) from 508 m to 909 mmd/893 mtvd, 1.25 sg sdf.  bhct 63c. bg 0.3% no losses and connection gas. rotate: wob 7-15 klbs, 180 rpm, 3000-3400 lpm, spp 1500-2300 psi p/u wt 145 klbs, s/o wt 130 klbs, rot wt 139 klbs. torque on/off bottom = 3-4/2 kft-lbs. total rotate 404 m/8.74 hrs. avg rop 46.2 m/hr. - pump tandem pill (low dens/hi-vis) every 150 m drilled, cuttings increase 40-50% & caving 10% - control on bottom rop 60 m/hr first 800 m drilled due to large amount of cutting at shakers. - back ream full stand prior to make connection for hole cleaning. - pwd ecd 1.29-1.33 sg emw (1.25 sg sdf). - last survey@893 mmd/877.1mtvd; 14.4inc/125.1 azi: 0.6 m above/ 4.2 m left - mud cooler temp in/out = 51/45c, flow line temp 53c  ===== 00:00-06:00 hrs operations ===== 00:00-06:00 hrs drill 12-1/4"" hole (rss/mwd/lwd/pwd) from 909 m to 1100 mmd/1073 mtvd,  1.25 sg sdf. ecd 1.28-1.30 sg bhct 67c. bg 0.3%, no losses and connection gas. - last survey at 1066 mmd/1042.5 mtvd; 24.2 inc/126.1 azi, 1.5 m below and 1.5 m left",0.0
07/06/2014,C1,"m/u circulating swedge. stage pump up to 400 lpm.  at 160 lpm (315 psi), loss rate 6 bbls/hr.       at 240 lpm (350 psi), loss rate 18 bbls/hr. at 320 lpm (390 psi), loss rate 29 bbls/hr.     at 400 lpm (415 psi), loss rate 57 bbls/hr. stage pump down to 240 lpm (350 psi) and continue circulate bottom up and gas down. max gas 15.6%. avg loss rate 10 bbls/hr. losses 18 bbls.",0.0
07/06/2014,C1,"r/d circulating swedge whilst flow check via trip tank. flow return progressively decrease from 44 bbls/hr to 13 bbls/hr, well ballooning. flow back 9 bbls.  00:00-06:00 hrs operations ======================== 00:00-03:15 hrs rih 7"" casing from 9-5/8"" casing shoe to 2680 m. losses 3.3 bbls. - control speed 3.0 mins/jts slip to slip from 9-5/8"" casing shoe. 03:15-03:30 hrs m/u circulating swedge. break circulation (320 lpm, 600 psi), ok. 03:30-04:00 hrs m/u 7"" casing hanger. rih and land casing to 2707.6 m (2386.7 mtvd) with 125 klbs string wt. f/s at 2707.6 m. f/c at 2670.3 m. total run: 211 jts of 7""casing 29# t95 tpcq r3 + 1 shoe jt + 2 intermediate jt + 1 f/c jt + 1 pup jts. 04:00-04:30 hrs r/u cement head and lines. hold pjsm. break circulation (320 lpm, 630 psi), ok. 04:30-05:45 hrs rig pump 158 bbls of 1.78 sg mcs-gs spacer. stage pump up to 480 lpm (590-640 psi), loss rate 100 bbls/hr. reduce pump to 320 lpm (480-520 psi), loss rate 75 bbls/hr. 05:45-06:00 hrs line up to cement unit. pump 3 bbls of mixing fluid. pressure test line to 250/5500 psi.",0.0
07/06/2014,C1,"p/u shoe jt and check float, ok. rih with intermediate jt and float collar. check float, ok. rih 7"" casing 29# t95 tpcq r3 to 9-5/8"" casing shoe at 2330 m. losses 6.7 bbls. - control speed 1.0 mins/jt slip to slip from 1100 m. - control speed 1.5 mins/jt slip to slip from 1550 m.  - control speed 2.0 mins/jt slip to slip from 2050 m.",0.0
07/06/2014,C1,"break circulation at 2200 m with partial return, observe dynamic losses of 25 bbls:  320 lpm(2.0 bpm), 240 psi, loss rate 108 bbl/hr(1.8 bpm) 480 lpm (3.0 bpm), 280 psi, loss rate 156 bbl/hr(2.6 bpm) note: - mw out: 1.35 sg; - no static loss; - loss = +/-90% of volume pumped at various flow rates.  ===== 00:00-06:00 hrs operations ===== 00:00-00:30 m/u 9-5/8"" casing hanger c/w landing string. rih to land 9-5/8"" casing to 2230 m with 185 klb string wt (p/u 315 klbs, s/o 250 klbs). f/s at 2230 m, f/c @ 2204.5 m. engage lock ring. pull test 10 klbs above p/u wt, ok. note: total loss while rih casing & break circulation, 465 bbls. 00:30-00:45 hold pjsm. r/u cement head and line. break circulate (480 lpm, 280 psi).take scrs.  00:45-01:45 rig pump 158 bbls of 1.35 sg mcs-gs spacer (630-790 lpm, 320-390 psi). loss 138 bbls. note: loss = +/-80% of volume pumped at various flow rates. 01:45-03:45 line up to cement unit. pump 3 bbls of mixing fluid. pressure test line to 250/4800 psi. drop bottom plug. mix and pump 355.6 bbls of 1.68 sg lead slurry (gas tight) and 59.9 bbls of 1.90 sg tail slurry (gas tight), use 12.55"" hole size for calculation. loss 390 bbls. 03:45-06:00 drop top plug. cement unit pump 6 bbls of 1.90 sg cement after release plug, and displace cement 5 bbls of 1.35 sg sdf. line up to rig pump, displace cement with rig pump 460  bbls of 1.35 sg sdf, on going. note: - observe pressure increase after cement out of shoe indicating cement rise up in annulus",21.9402474
07/06/2014,C1,"rih 9-5/8"" casing from 950 m to 2202 m with optimum speed 13 jts/hr. no static loss. loss 360 bbls while rih from 950 m to 2202 m.  break circulation at 1600 m with partial return, observe dynamic losses of 20 bbls:  160 lpm(1.0 bpm), 100 psi, loss rate 54 bbl/hr(0.9 bpm) 320 lpm(2.0 bpm), 150 psi, loss rate 80 bbl/hr(1.3 bpm) 480 lpm (3.0 bpm), 200 psi, loss rate 120 bbl/hr(2 bpm)",57.235428
07/06/2014,C1,"break circulation at 950 m with partial return, observe dynamic losses of 45 bbls:  160 lpm(1.0 bpm), 40 psi, loss rate 54 bbl/hr(0.9 bpm) 320 lpm(2.0 bpm), 70 psi, loss rate 84 bbl/hr(1.4 bpm) 480 lpm (3.0 bpm), 107 psi, loss rate 120 bbl/hr(2 bpm) then after 50 bbls pumped, loss rate reduced to 70 bbl/hr (1.2 bpm)  note: - mw out: 1.35 sg; - no static loss",0.0
07/06/2014,C1,"p/u shoe jt and check float, ok. rih with intermediate jt and float collar. check float, ok. rih 9-5/8"" casing fox 47# p110 r3 to 950 m. avg speed 18 jts/hr. loss while rih to 950 m, 16 bbls. - install ps-21 slips at 380 m; - break circulation at 13-3/8"" shoe (800-1100 lpm, 150-250 psi). - from 850 m to 920 m, observe return reduced whilst rih casing, with rih speed 18 jt/hr, loss rate 32 bbl/hr. no static losses. - rih from 920 m to 950 m with reduced speed 8 jt/hr (2 min/jt), loss rate 6 bbl/hr.",0.0
07/06/2014,F4,"circulate hole clean inside 13-3/8"" casing (3400 lpm, 2100-2200 psi). no losses.",0.0
07/06/2014,F4,"circulate hole clean at 1200 m (3400 lpm, 2800-2900 psi, 80 rpm, 3-4 kft-lbs). no losses.",0.0
07/06/2014,F3,"circulate hole clean and gas down (480 lpm, 1240 psi). no losses. max gas 0.7%.",0.0
07/06/2014,F1,"drill 6-1/8"" hole (ags/mwd no battery) from 2964 m to 3374 mmd/2958.9 mtvd, 1.78 sg sdf. bhct 161c. no traceable losses. max formation gas 17.44% at 3008 mmd/2639.8 mtvd, bg 0.6-2.0%. wob 8-12 klbs, 120-150 rpm, 850-900 lpm, spp 3800 psi (fg), 3450-3650 psi (ug).  torque on/off bottom 7-8/5-6 kft-lbs. p/u wt 187 klbs, s/o wt 143 klbs, rot wt 161 klbs.  total rotate 410 m/19.29 hrs; avg rop 21.3 m/hr. - back ream full stand prior to make connection for hole cleaning. - pump 20 bbls low-vis/30 bbls hi-dens pill at 3085 m, cuttings increase 20%. - observe connection gas (suspect ballooning gas) 4.5-8.3% on every connection. - top 2a at 3120 mmd/2736.2 mtvd. - geoservices finger print connections, ok.  - mud cooler temp in/out 53/47c, flow line temp 62c - last survey at 3335.6 mmd/2924.9 mtvd: 28.11 inc/127.63 azi, 36.9 m below and 11.8 m right.  00:00-06:00 hrs operations ======================== 00:00-06:00 hrs drill 6-1/8"" hole (ags/mwd no battery) from 3374 m to 3462 mmd/3036.6 mtvd, 1.78 sg sdf. bhct 169c. no traceable losses. bg 0.6-1.2%. - last survey at 3422.2 mmd/3001.4 mtvd: 27.84 inc/127.81 azi, 47.3 m below and 15.9 m right.",0.0
07/06/2014,C2,"drop top plug. cement unit displace cement with 4 bbls of 1.90 sg cement slurry and 5 bbls of 1.78 sg sdf. line up to rig pump, continue displace cement 320.1 bbls of 1.78 sg sdf follow pumping schedule, bump plug at 3216 strokes (97.1% mp eff) with 1065 psi (500 psi above final pumping pressure). cip 09:10 hrs. switch to cement unit. attempt to pressure test casing, observe leak at weco union on cement head. troubleshoot by tighten weco union, neg. check floats, no back flow. estimated toc 2203 m from differential calculation. losses 292 bbls. - monitor back flow in annulus after cip, well static in 20 mins. - total losses while cementing 540 bbls",0.0
07/06/2014,C1,"m/u 7"" casing hanger. rih and land casing to 2707.6 m (2386.7 mtvd) with 125 klbs string wt. f/s at 2707.6 m. f/c at 2670.3 m. total run: 211 jts of 7""casing 29# t95 tpcq r3 + 1 shoe jt + 2 intermediate jt + 1 f/c jt + 1 pup jts. - total losses while circulate bottom up at 9-5/8"" casing shoe 18 bbls - total losses while rih casing 10 bbls",0.0
07/06/2014,C2,"rig pump 158 bbls of 1.78 sg mcs-gs spacer. stage pump up to 480 lpm (590-640 psi), loss rate 137 bbls/hr. reduce pump to 320 lpm (480-520 psi), loss rate 98 bbls/hr. displace line with 14 bbls of 1.78 sg sdf. partial return during pump spacer. losses 128 bbls.",0.0
07/06/2014,C1,"rih 7"" casing from 9-5/8"" casing shoe to 2680 m. losses 3.3 bbls. - control speed 3.0 mins/jts slip to slip from 9-5/8"" casing shoe.",0.0
07/06/2014,C2,"line up to cement unit. pump 3 bbls of mixing fluid. pressure test line to 250/5500 psi. drop bottom plug. mix and pump 139 bbls of 1.90 sg single gas tight slurry follow pumping schedule. use 8.9"" hole size without excess plus 52 bblls for calculation. plan toc 400 m above 9-5/8"" casing shoe. partial return during pump cement. losses 120 bbls.",0.0
07/06/2014,C2,"rig pump 158 bbls of 1.35 sg mcs-gs spacer (630-790 lpm, 320-390 psi). loss 149 bbls. note: loss = +/-90% of volume pumped at various flow rates.",23.6891077
07/06/2014,C2,"line up to cement unit. pump 3 bbls of mixing fluid. pressure test line to 250/4800 psi. drop bottom plug. mix and pump 355.6 bbls of 1.68 sg lead slurry (gas tight) and 59.9 bbls of 1.90 sg tail slurry (gas tight), use 12.55"" hole size for calculation. loss 390 bbls.",62.005047
07/06/2014,C2,"drop top plug. cement unit pump 6 bbls of 1.90 sg cement after release plug, and displace cement 5 bbls of 1.35 sg sdf. line up to rig pump, displace cement with rig pump 524.7 bbls of 1.35 sg sdf, bump plug at 5190 strokes (98.3%mp eff) with 1285 psi (500 psi above final pumping pressure). pressure test casing to 4000 psi. bleed off pressure, no back flow. cip 06:30 hrs. no spacer return. losses during displacing cement 503 bbls. note: - observe pressure increase after cement out of shoe indicating cement rise up in annulus; - est toc from differential pressure 970 m (585 psi); - total loss from pumping spacer to bump plug, 1042 bbls.",0.0
07/06/2014,F2B,"rih 8-1/2"" bha from 203 m to 2150 m. wash down from 2150 m to tag hard cement at 2180 m (400 lpm, 150 psi). note: cement sample hard@18:00 hrs  ===== 00:00-06:00 hrs operations ===== 00:00-00:15 perform kick and choke drill. 00:15-02:00 drill out cement, plugs, f/c, hard cement inside shoe track, f/s, clean out rat hole whilst dieplace hole to 1.65 sg sdf. drill 3 m new formation to 2236 m(1800-2200 lpm, 2700-3800 psi, 50-60 rpm, wob 3-8 klbs, 7-8 kft-lbs) note: f/c@2204 m, f/s@2230 m. 02:00-02:45 circulate prior to fit (1800-2200 lpm, 2900-3600 psi, 60 rpm). bottom up sample 30% cmt, 60% clyst, 10% sst. pwd ecd/esd = 1.69-1.73/1.62 sg emw (1.65 sg sdf). 02:45-03:30 pull back inside 9-5/8"" casing. line up for fit. perform fit to 2.00 sg emw (992 psi, 1.65 sg sdf, 9-5/8"" casing shoe 1996.2 mtvd). volume pumped/return 2.5 bbls. take scrs. wash down to bottom. note: fit value from pwd 1.98 emw (esd 1.61 sg) 03:30-06:00 drill 8-1/2"" hole (motor/mwd/gr-res/pwd) from 2236 m to 2282 mmd/2038.3 mtvd, 1.65-1.70 sg sdf. bhct 94c. bg 0.3% no losses and connection gas. - increase mw from 1.65 sg to 1.70 sg at 2244 mmd/2007.6 mtvd - pwd ecd/esd = 1.69-1.70/1.62 sg emw (1.65 sg sf). - pwd ecd/esd = 1.77-1.78/1.68 sg emw (1.70 sg sdf). - last survey at 2267 mmd/2026.6 mtvd; 34.7 inc/123.2 azi. 5.7 m above and 0.7 right",0.0
07/06/2014,C1,"m/u 9-5/8"" casing hanger c/w landing string. rih to land 9-5/8"" casing to 2230 m with 185 klb string wt (p/u 315 klbs, s/o 250 klbs). f/s at 2230 m, f/c @ 2204.5 m. engage lock ring. pull test 10 klbs above p/u wt, ok. note: total loss while rih casing & break circulation, 465 bbls.",0.0
07/06/2014,F4,"circulate bottom up (600 lpm, 550 psi). no trackable losses. max gas 6.8%, stay over 1800 stk above bg 1.2%.",0.0
07/06/2014,F3,"back ream out from 2711 m to 2230 m, 9-5/8"" shoe (480 lpm, 400-500 psi, 30-50 rpm, 6-8 kft-lbs). no trackable losses. no tight spots.",0.0
07/06/2014,F4,"circulate bottom up (480 lpm, 500-570 psi, 50 rpm, 7-8 kft-lbs). no trackable losses. max trip gas 14.5%. observe trip gas start to increase after 1600 stk (160 bbls) and stay over 2300 stk (2 hrs) above bg of 1.2%.",0.0
07/06/2014,F4,"circulate hole clean (3400 lpm, 2900 psi, 120 rpm, 3-4 kft-lbs). no losses.  ===== 00:00-06:00 hrs operations ===== 00:00-01:15 circulate hole clean at 1200 m (3400 lpm, 2800-2900 psi, 80 rpm, 3-4 kft-lbs). no losses. 01:15-04:45 back ream out of hole 12-1/4"" bha from 1200 m to 13-3/8"" casing shoe at 501.5 m (3400 lpm, 2200-2900 psi, 80 rpm, 2-3 kft-lbs). 04:45-05:15 circulate hole clean inside 13-3/8"" casing (3400 lpm, 2100-2200 psi). no losses. 05:15-05:45 flow check, hole static. pooh 12-1/4"" bha to 214 m. 05:45-06:00 rack back hwdp stds to 140 m. handle 12-1/4"" bha.",0.0
